小区,位置,户型,面积,朝向,装修,楼层,年份,台楼,其他
有方育才家园 ,蛇口,1室0厅 , 28.85平米 , 西 , 精装 , 7层 , 1987年建 , 板塔结合,
向南瑞峰花园 ,南山中心,1室1厅 , 38.22平米 , 西 , 其他 , 31层 , 2011年建 , 塔楼,
鼎太风华七期 ,前海,2室1厅 , 56.78平米 , 北 , 简装 , 10层 , 2009年建 , 塔楼,
泛海拉菲花园二期 ,前海,6室2厅 , 174.42平米 , 南 , 精装 , 高楼层(共16层) , 2011年建 , 板塔结合,
中信红树湾北区 ,红树湾,2室2厅 , 88.49平米 , 西北 , 精装 , 中楼层(共28层) , 2008年建 , 板楼,
华润城润府三期 ,科技园,2室2厅 , 86.85平米 , 西南 , 精装 , 34层 , 2018年建 , 塔楼,
世纪村四期 ,红树湾,1室1厅 , 51.35平米 , 东 , 简装 , 高楼层(共28层) , 2004年建 , 塔楼,
星海名城二期七组团 ,前海,2室2厅 , 75.89平米 , 南 , 简装 , 11层 , 2002年建 , 板塔结合,
华润城润府三期 ,科技园,2室1厅 , 87.7平米 , 西南 , 其他 , 53层  , 板塔结合,,
佳兆业前海广场二期 ,前海,1室1厅 , 67.86平米 , 南 , 精装 , 低楼层(共21层) , 2016年建 , 塔楼,
万科云城 ,西丽,2室1厅 , 62平米 , 北 , 精装 , 高楼层(共32层) , 2016年建 , 塔楼,
时代骄子大厦 ,南山中心,3室1厅 , 78.95平米 , 东北 , 精装 , 31层 , 2003年建 , 塔楼,
新街口花园 ,南山中心,2室1厅 , 55.59平米 , 南 , 其他 , 12层 , 2004年建 , 塔楼,
栖游家园 ,蛇口,3室1厅 , 83.96平米 , 东南 , 精装 , 低楼层(共33层) , 2014年建 , 塔楼,
百仕达红树西岸 ,红树湾,4室1厅 , 193.55平米 , 西南 , 其他 , 中楼层(共29层) , 2006年建 , 板楼,
后海花半里雅居 ,蛇口,2室2厅 , 75.54平米 , 南 , 精装 , 低楼层(共22层) , 2006年建 , 板塔结合,
博林天瑞 ,大学城,2室1厅 , 74.2平米 , 西南 , 精装 , 高楼层(共42层) , 2016年建 , 塔楼,
汇景豪苑 ,科技园,2室1厅 , 64.91平米 , 北 , 精装 , 低楼层(共32层) , 2000年建 , 塔楼,
南景苑 ,南头,2室1厅 , 67.3平米 , 北 , 精装 , 31层 , 2002年建 , 塔楼,
前海丹华 ,前海,4室1厅 , 102.1平米 , 南 北 , 毛坯 , 22层 , 2016年建 , 板塔结合,
百仕达红树西岸 ,红树湾,3室2厅 , 144平米 , 西南 西 , 精装 , 低楼层(共29层) , 2006年建 , 板楼,
国际市长交流中心 ,红树湾,3室1厅 , 77.88平米 , 东南 , 简装 , 中楼层(共25层) , 2004年建 , 塔楼,
中海深圳湾畔花园 ,白石洲,3室2厅 , 98.91平米 , 东北 , 其他 , 低楼层(共33层) , 2003年建 , 板塔结合,
半岛城邦花园二期 ,蛇口,4室2厅 , 152.21平米 , 南 北 , 精装 , 48层 , 2009年建 , 板塔结合,
青春家园 ,南山中心,3室2厅 , 94.43平米 , 南 , 其他 , 高楼层(共27层) , 2002年建 , 塔楼,
沙河观景阁 ,白石洲,1室1厅 , 55.23平米 , 北 , 精装 , 高楼层(共15层) , 2004年建 , 塔楼,
鼎太风华四期 ,前海,3室2厅 , 116.72平米 , 南 北 , 简装 , 低楼层(共18层) , 2004年建 , 板楼,
阳光海滨花园 ,深圳湾,2室2厅 , 75.84平米 , 西南 , 精装 , 32层 , 2012年建 , 板塔结合,
天鹅湖花园三期 ,华侨城,3室2厅 , 122.34平米 , 南 , 精装 , 中楼层(共52层)  , 板楼,,
松坪村梅苑 ,科技园,3室1厅 , 76.26平米 , 南 , 简装 , 中楼层(共7层) , 1994年建 , 板楼,
中旅广场 ,华侨城,2室1厅 , 75.97平米 , 南 北 , 其他 , 中楼层(共8层) , 1992年建 , 板楼,
深蓝公寓 ,后海,1室1厅 , 42.68平米 , 东南 , 精装 , 32层 , 2007年建 , 塔楼,
中海阳光玫瑰园 ,前海,3室2厅 , 65.72平米 , 东南 , 其他 , 低楼层(共17层) , 2009年建 , 塔楼,
向南西海花园 ,南山中心,2室1厅 , 71.76平米 , 东 , 精装 , 11层 , 2003年建 , 塔楼,
信和自由广场 ,后海,2室2厅 , 71.67平米 , 西北 , 精装 , 低楼层(共29层) , 2006年建 , 塔楼,
豪方天际花园 ,南头,4室2厅 , 89.07平米 , 南 , 精装 , 44层 , 2016年建 , 板塔结合,
龙祥苑 ,西丽,3室2厅 , 83平米 , 北 东 , 其他 , 高楼层(共18层) , 2008年建 , 塔楼,
文竹园 ,蛇口,3室1厅 , 88.06平米 , 南 , 简装 , 高楼层(共7层) , 1998年建 , 板楼,
金地国际公寓 ,科技园,3室2厅 , 33.73平米 , 南 , 其他 , 高楼层(共26层) , 2015年建 , 塔楼,
深蓝公寓 ,后海,1室1厅 , 42.68平米 , 东南 , 精装 , 32层 , 2007年建 , 塔楼,
松坪村梅苑 ,科技园,3室1厅 , 76.26平米 , 南 , 简装 , 中楼层(共7层) , 1994年建 , 板楼,
京基御景峯 ,大学城,3室2厅 , 107.41平米 , 西南 , 简装 , 低楼层(共57层)  , 板塔结合,,
向南海德大厦 ,南山中心,3室2厅 , 63.69平米 , 东 南 , 精装 , 26层 , 2009年建 , 塔楼,
帝景园一期 ,科技园,2室2厅 , 83.94平米 , 南 北 , 精装 , 7层 , 2000年建 , 板塔结合,
阳光带海滨城二期 ,科技园,3室1厅 , 118.2平米 , 西南 , 简装 , 低楼层(共29层) , 2003年建 , 塔楼,
蔚蓝海岸2期 ,后海,4室2厅 , 152平米 , 南 , 精装 , 中楼层(共18层) , 2002年建 , 板塔结合,
华润城润府一期 ,科技园,3室2厅 , 88.06平米 , 西北 , 精装 , 53层 , 2016年建 , 塔楼,
大冲城市花园 ,科技园,3室2厅 , 124.86平米 , 南 , 精装 , 38层 , 2014年建 , 板塔结合,
如意家园 ,南头,3室1厅 , 109.12平米 , 东南 南 , 其他 , 18层 , 2003年建 , 塔楼,
西海明珠花园 ,南山中心,2室1厅 , 73.28平米 , 东北 , 精装 , 中楼层(共29层) , 2004年建 , 塔楼,
世界花园樱花居 ,华侨城,3室2厅 , 95.52平米 , 南 , 简装 , 中楼层(共7层) , 1996年建 , 板楼,
仓前锦福苑 ,南头,3室1厅 , 104.6平米 , 西南 , 简装 , 18层 , 2001年建 , 塔楼,
天鹅湖花园三期 ,华侨城,3室2厅 , 122.1平米 , 南 , 毛坯 , 中楼层(共52层)  , 板楼,,
蓬莱花园 ,蛇口,3室1厅 , 102.36平米 , 南 , 精装 , 低楼层(共8层) , 1995年建 , 板塔结合,
漾日湾畔 ,后海,4室2厅 , 139.4平米 , 东南 , 精装 , 中楼层(共33层) , 2004年建 , 塔楼,
侨城豪苑 ,白石洲,3室2厅 , 105.57平米 , 东南 , 简装 , 26层 , 2002年建 , 板塔结合,
鹏都大厦 ,南山中心,4室1厅 , 135.84平米 , 东南 , 简装 , 高楼层(共31层) , 1998年建 , 塔楼,
华润城润府一期 ,科技园,3室2厅 , 88.23平米 , 西北 , 精装 , 53层 , 2016年建 , 塔楼,
佳兆业前海广场二期 ,前海,1室1厅 , 51.92平米 , 南 , 精装 , 中楼层(共21层) , 2016年建 , 塔楼,
康乐大厦 ,南山中心,3室1厅 , 76.68平米 , 东 , 精装 , 28层 , 1996年建 , 板塔结合,
燕晗山苑 ,华侨城,4室2厅 , 221.01平米 , 东南 , 精装 , 低楼层(共41层) , 2015年建 , 板塔结合,
华润城润府一期 ,科技园,3室2厅 , 86.53平米 , 西北 , 精装 , 53层 , 2016年建 , 塔楼,
栖游家园 ,蛇口,3室2厅 , 82.38平米 , 西南 , 精装 , 低楼层(共33层) , 2014年建 , 塔楼,
东关乐尚林居 ,南头,3室2厅 , 91平米 , 南 , 其他 , 高楼层(共29层)  , 板塔结合,,
栖游家园 ,蛇口,3室2厅 , 82.38平米 , 西南 , 精装 , 低楼层(共33层) , 2014年建 , 塔楼,
城市山林 ,南山中心,3室2厅 , 127.05平米 , 东南 , 精装 , 低楼层(共28层) , 2007年建 , 塔楼,
信和自由广场 ,后海,2室1厅 , 50.41平米 , 东南 , 精装 , 高楼层(共26层) , 2006年建 , 塔楼,
紫竹园 ,蛇口,3室2厅 , 63平米 , 东南 , 精装 , 低楼层(共8层) , 1988年建 , 板塔结合,
大冲新城花园 ,科技园,3室1厅 , 103.09平米 , 南 , 毛坯 , 42层 , 2016年建 , 塔楼,
漾日湾畔 ,后海,4室2厅 , 145.05平米 , 南 北 , 简装 , 高楼层(共34层) , 2004年建 , 塔楼,
麒麟花园A区 ,南头,3室2厅 , 117.36平米 , 南 , 简装 , 低楼层(共7层) , 1999年建 , 板塔结合,
龙城花园 ,后海,3室2厅 , 110.65平米 , 东南 , 简装 , 中楼层(共6层) , 1986年建 , 板楼,
中海阳光玫瑰园 ,前海,3室2厅 , 80平米 , 南 , 精装 , 中楼层(共17层) , 2009年建 , 塔楼,
华润城润府一期 ,科技园,3室2厅 , 89.09平米 , 西南 , 简装 , 39层 , 2016年建 , 塔楼,
京基御景峯 ,大学城,3室2厅 , 89.3平米 , 西北 , 简装 , 中楼层(共57层)  , 板塔结合,,
中山颐景花园二期 ,南头,1室1厅 , 45.01平米 , 南 , 其他 , 中楼层(共7层) , 2004年建 , 板楼,
阳光花地苑 ,前海,1室1厅 , 40.22平米 , 东南 , 精装 , 27层 , 2010年建 , 塔楼,
阳光棕榈园三期 ,前海,1室1厅 , 39.46平米 , 西 , 精装 , 11层 , 2004年建 , 板塔结合,
阳光荔景 ,南头,3室1厅 , 102.53平米 , 南 西北 , 其他 , 中楼层(共11层) , 2009年建 , 板塔结合,
前海时代广场 ,前海,2室1厅 , 88.53平米 , 南 , 其他 , 27层 , 2016年建 , 塔楼,
大冲城市花园 ,科技园,2室2厅 , 80.63平米 , 南 , 精装 , 39层 , 2014年建 , 板塔结合,
天海花园 ,后海,4室1厅 , 89.16平米 , 南 , 精装 , 7层 , 1999年建 , 板楼,
育德佳园 ,后海,4室2厅 , 140.48平米 , 南 , 其他 , 高楼层(共7层) , 2003年建 , 板塔结合,
深物业前海港湾花园 ,前海,3室2厅 , 85.92平米 , 东南 , 其他 , 17层 , 2016年建 , 板楼,
钜建大厦 ,后海,3室2厅 , 87.44平米 , 西北 , 精装 , 低楼层(共24层) , 1994年建 , 塔楼,
招商海琴花园 ,蛇口,4室1厅 , 139.57平米 , 南 , 精装 , 低楼层(共7层) , 2002年建 , 板楼,
南海玫瑰花园二期 ,蛇口,4室2厅 , 127.13平米 , 东南 , 毛坯 , 低楼层(共18层) , 2005年建 , 板塔结合,
泰阳硅谷公寓 ,科技园,1室0厅 , 28.57平米 , 北 , 其他 , 7层 , 1989年建 , 板塔结合,
香格名苑 ,前海,3室2厅 , 87.8平米 , 东南 , 其他 , 低楼层(共26层) , 2013年建 , 板塔结合,
佳兆业香瑞园 ,西丽,3室2厅 , 89.46平米 , 南 北 , 简装 , 低楼层(共12层) , 2008年建 , 板塔结合,
大冲新城花园 ,科技园,1室1厅 , 50.48平米 , 东 , 简装 , 44层 , 2015年建 , 塔楼,
松坪村东区三期 ,科技园,2室1厅 , 59.5平米 , 东南 南 , 其他 , 低楼层(共34层) , 2012年建 , 塔楼,
蔚蓝海岸2期 ,后海,4室2厅 , 151.33平米 , 东南 , 精装 , 中楼层(共18层) , 2002年建 , 板塔结合,
椰风海岸 ,前海,2室2厅 , 78.63平米 , 东北 , 精装 , 14层 , 2004年建 , 板塔结合,
太子山庄 ,前海,2室2厅 , 66.35平米 , 东南 , 其他 , 高楼层(共7层) , 1996年建 , 板塔结合,
大冲城市花园 ,科技园,2室2厅 , 80.63平米 , 南 , 精装 , 39层 , 2014年建 , 板塔结合,
花果山小区 ,蛇口,3室1厅 , 86.61平米 , 南 , 其他 , 高楼层(共7层) , 1996年建 , 板楼,
美加广场 ,华侨城,3室2厅 , 177.86平米 , 南 , 精装 , 中楼层(共17层) , 1999年建 , 板塔结合,
深物业前海港湾花园 ,前海,3室2厅 , 85.92平米 , 东南 , 其他 , 17层 , 2016年建 , 板楼,
好来居 ,南山中心,1室1厅 , 38.01平米 , 西南 , 精装 , 20层 , 2003年建 , 板塔结合,
前海东岸 ,南头,2室2厅 , 80.16平米 , 东 , 精装 , 38层 , 2018年建 , 板塔结合,
南海玫瑰花园一期 ,蛇口,3室2厅 , 123.66平米 , 东南 , 其他 , 高楼层(共17层) , 2003年建 , 板塔结合,
兰园商住楼 ,蛇口,4室1厅 , 111.28平米 , 南 , 精装 , 中楼层(共9层) , 1995年建 , 板塔结合,
西湖林语 ,大学城,4室1厅 , 142.56平米 , 南 , 其他 , 18层 , 2007年建 , 塔楼,
京基御景峯 ,大学城,3室1厅 , 89平米 , 西北 , 简装 , 低楼层(共57层)  , 板塔结合,,
西丽山庄 ,大学城,6室2厅 , 199.72平米 , 西南 , 精装 , 低楼层(共5层) , 2008年建 , 板楼,
惠中名苑 ,南山中心,3室1厅 , 77.18平米 , 东南 , 精装 , 7层 , 2000年建 , 板楼,
英伦名苑二期 ,科技园,4室2厅 , 150.17平米 , 南 , 其他 , 低楼层(共10层) , 2004年建 , 板楼,
漾日湾畔 ,后海,3室1厅 , 99.7平米 , 南 , 简装 , 高楼层(共32层) , 2004年建 , 塔楼,
半岛城邦花园一期 ,蛇口,3室2厅 , 146.36平米 , 东南 , 精装 , 低楼层(共25层) , 2006年建 , 板塔结合,
百仕达红树西岸 ,红树湾,3室1厅 , 208.7平米 , 东南 南 , 精装 , 中楼层(共31层) , 2006年建 , 板楼,
汇景豪苑 ,科技园,4室1厅 , 97.8平米 , 南 , 精装 , 高楼层(共32层) , 2000年建 , 塔楼,
海逸苑 ,后海,6室3厅 , 240.75平米 , 东南 南 西南 西 , 其他 , 高楼层(共6层) , 1999年建 , 板塔结合,
现代城梦想家园 ,后海,3室1厅 , 82.91平米 , 东南 , 精装 , 29层 , 2003年建 , 塔楼,
康乐大厦 ,南山中心,5室1厅 , 129平米 , 西南 , 简装 , 28层 , 1996年建 , 板塔结合,
豪园小区 ,南山中心,4室2厅 , 155平米 , 南 , 精装 , 8层 , 1997年建 , 板塔结合,
向南瑞峰花园 ,南山中心,3室1厅 , 64.2平米 , 东 , 其他 , 31层 , 2011年建 , 板塔结合,
阳光棕榈园二期 ,前海,3室2厅 , 109.44平米 , 南 北 , 简装 , 6层 , 2003年建 , 板楼,
海伴雅居 ,蛇口,3室2厅 , 114.88平米 , 南 北 , 精装 , 中楼层(共18层) , 2002年建 , 板塔结合,
十五峯花园二期 ,西丽,4室1厅 , 254.64平米 , 西北 , 精装 , 中楼层(共11层) , 2011年建 , 塔楼,
南海玫瑰花园一期 ,蛇口,4室2厅 , 174.76平米 , 南 , 简装 , 中楼层(共10层) , 2003年建 , 板塔结合,
星海名城二期七组团 ,前海,3室1厅 , 96.66平米 , 东 , 简装 , 14层 , 2002年建 , 板塔结合,
博林天瑞 ,大学城,3室2厅 , 129.4平米 , 西南 , 简装 , 低楼层(共46层) , 2016年建 , 塔楼,
悠然天地家园 ,南头,4室1厅 , 142.95平米 , 东南 北 , 其他 , 低楼层(共18层) , 2004年建 , 塔楼,
滨海之窗 ,后海,5室2厅 , 194.74平米 , 南 北 , 精装 , 32层 , 2004年建 , 板塔结合,
豪方悠然居 ,蛇口,3室2厅 , 98.94平米 , 西南 , 简装 , 中楼层(共25层) , 2004年建 , 板塔结合,
半岛城邦花园二期 ,蛇口,3室2厅 , 153.01平米 , 西南 , 简装 , 48层 , 2009年建 , 板塔结合,
京基御景东方 ,红树湾,3室2厅 , 118.93平米 , 西南 , 精装 , 高楼层(共33层) , 2007年建 , 塔楼,
华丰苑 ,蛇口,3室2厅 , 88.9平米 , 南 , 其他 , 高楼层(共7层) , 1988年建 , 板楼,
旺海怡苑 ,南头,2室1厅 , 73.98平米 , 南 , 简装 , 中楼层(共16层) , 2003年建 , 板楼,
景园大厦(爱榕路) ,蛇口,3室1厅 , 117.75平米 , 东 , 精装 , 低楼层(共32层) , 1996年建 , 塔楼,
望海汇景苑 ,蛇口,6室2厅 , 156.62平米 , 东南 , 精装 , 高楼层(共20层) , 2003年建 , 板塔结合,
云海天城 ,后海,3室2厅 , 111.27平米 , 东北 , 简装 , 低楼层(共34层) , 2004年建 , 塔楼,
星海名城五期 ,前海,2室1厅 , 48.78平米 , 东南 , 其他 , 32层 , 2006年建 , 塔楼,
滨海之窗 ,后海,3室2厅 , 103.61平米 , 东 , 简装 , 31层 , 2004年建 , 板塔结合,
蓬莱花园 ,蛇口,3室2厅 , 102.4平米 , 东 南 , 简装 , 高楼层(共8层) , 1995年建 , 板塔结合,
文竹园 ,蛇口,3室1厅 , 86.76平米 , 南 , 精装 , 中楼层(共7层) , 1998年建 , 板楼,
太子山庄 ,前海,5室2厅 , 157.8平米 , 东南 , 精装 , 高楼层(共15层) , 1999年建 , 塔楼,
东方花园桂花苑 ,华侨城,3室2厅 , 137.66平米 , 东南 南 , 其他 , 中楼层(共5层)  , 板塔结合,,
桃源村一期 ,西丽,3室2厅 , 73.97平米 , 南 北 , 其他 , 8层 , 1997年建 , 板楼,
波托菲诺纯水岸一期 ,华侨城,3室2厅 , 176.97平米 , 东 , 精装 , 低楼层(共9层) , 2002年建 , 板楼,
港湾生活小区 ,前海,3室2厅 , 89.4平米 , 南 , 精装 , 中楼层(共6层)  , 板楼,,
前海凯御 ,前海,3室1厅 , 57.96平米 , 南 , 其他 , 27层 , 2016年建 , 板楼,
首地容御 ,华侨城,4室2厅 , 207.65平米 , 南 , 精装 , 32层 , 2011年建 , 板楼,
深云村 ,华侨城,3室2厅 , 91.06平米 , 北 , 精装 , 高楼层(共34层) , 2010年建 , 塔楼,
佳兆业前海广场一期 ,前海,5室2厅 , 109.04平米 , 南 , 其他 , 32层 , 2014年建 , 塔楼,
赤湾海鹏阁 ,前海,3室2厅 , 127.04平米 , 南 , 精装 , 高楼层(共8层)  , 板楼,,
海怡东方花园 ,科技园,3室2厅 , 115.06平米 , 南 , 其他 , 25层 , 2004年建 , 塔楼,
世界花园海华居 ,华侨城,4室1厅 , 144.26平米 , 东南 , 其他 , 低楼层(共23层) , 2002年建 , 塔楼,
中海阳光玫瑰园 ,前海,2室1厅 , 69.16平米 , 南 , 精装 , 31层 , 2010年建 , 塔楼,
海尚国际 ,蛇口,3室2厅 , 104.02平米 , 西南 , 精装 , 高楼层(共31层) , 2005年建 , 塔楼,
博海名苑 ,科技园,4室2厅 , 140平米 , 南 东 , 精装 , 低楼层(共30层) , 2008年建 , 板楼,
海王小区 ,前海,5室2厅 , 150.19平米 , 东南 , 简装 , 低楼层(共8层)  , 塔楼,,
阳光海滨花园 ,深圳湾,2室1厅 , 75.71平米 , 南 , 精装 , 32层 , 2012年建 , 板塔结合,
雍景湾 ,蛇口,3室1厅 , 88平米 , 南 , 精装 , 中楼层(共30层) , 2012年建 , 板塔结合,
桃源村二期 ,西丽,3室1厅 , 93.1平米 , 东南 , 其他 , 20层 , 2000年建 , 板楼,
澳城1618一期 ,蛇口,5室2厅 , 136.88平米 , 东 西 , 其他 , 低楼层(共18层) , 2008年建 , 板塔结合,
麒麟花园B区 ,南头,4室1厅 , 122.84平米 , 南 北 , 精装 , 中楼层(共7层) , 1999年建 , 板楼,
百丽湾 ,深圳湾,4室2厅 , 89.55平米 , 南 , 精装 , 8层 , 2009年建 , 板塔结合,
栖游家园 ,蛇口,3室1厅 , 86.2平米 , 东南 , 其他 , 中楼层(共34层) , 2014年建 , 塔楼,
星海名城二期八组团 ,前海,4室2厅 , 150.2平米 , 东北 , 其他 , 高楼层(共16层) , 2002年建 , 塔楼,
万豪御景苑 ,前海,2室2厅 , 41.62平米 , 东南 , 精装 , 17层 , 2011年建 , 板塔结合,
鸿威海怡湾 ,深圳湾,5室2厅 , 164.85平米 , 西南 , 精装 , 中楼层(共24层) , 2010年建 , 板楼,
锦绣花园一期 ,华侨城,3室2厅 , 120.21平米 , 南 , 简装 , 中楼层(共33层) , 1998年建 , 塔楼,
珠光花半里 ,西丽,3室2厅 , 97.66平米 , 北 , 精装 , 11层 , 2007年建 , 板塔结合,
东滨华苑 ,后海,3室2厅 , 113.35平米 , 东南 , 精装 , 低楼层(共20层) , 2001年建 , 板塔结合,
赤湾海天楼 ,前海,3室2厅 , 99.54平米 , 南 , 精装 , 中楼层(共7层) , 1995年建 , 板楼,
汉京山 ,南山中心,2室1厅 , 57.87平米 , 东南 , 其他 , 中楼层(共33层) , 2010年建 , 塔楼,
华润城润府一期 ,科技园,3室2厅 , 88.9平米 , 南 西南 , 精装 , 36层 , 2016年建 , 塔楼,
半岛城邦花园三期 ,蛇口,5室2厅 , 160平米 , 南 , 精装 , 45层 , 2016年建 , 塔楼,
新德家园 ,前海,3室1厅 , 96.72平米 , 北 , 精装 , 28层 , 2007年建 , 板塔结合,
祥祺花园 ,白石洲,4室2厅 , 93.35平米 , 南 , 其他 , 低楼层(共6层) , 1997年建 , 板楼,
四海公寓 ,蛇口,3室1厅 , 86.93平米 , 南 东 , 其他 , 低楼层(共33层) , 2009年建 , 塔楼,
万豪御景苑 ,前海,3室2厅 , 89.66平米 , 东南 , 精装 , 18层 , 2011年建 , 塔楼,
栖游家园 ,蛇口,3室2厅 , 87.49平米 , 西南 东北 , 精装 , 低楼层(共34层) , 2014年建 , 塔楼,
怡然天地居 ,西丽,3室2厅 , 85.16平米 , 南 北 , 简装 , 低楼层(共6层) , 2004年建 , 板楼,
城市山林 ,南山中心,4室2厅 , 155.19平米 , 南 北 , 简装 , 高楼层(共21层) , 2008年建 , 塔楼,
凯德公园1号 ,南山中心,3室2厅 , 124.57平米 , 南 , 其他 , 中楼层(共24层) , 2016年建 , 板楼,
半山翠林花园 ,西丽,4室2厅 , 84.73平米 , 北 , 精装 , 低楼层(共17层) , 2009年建 , 板塔结合,
中海深圳湾畔花园 ,白石洲,3室2厅 , 102.02平米 , 东南 , 精装 , 中楼层(共33层) , 2003年建 , 板塔结合,
珠光花半里 ,西丽,2室2厅 , 71.79平米 , 南 , 其他 , 11层 , 2007年建 , 板塔结合,
波托菲诺纯水岸七期 ,华侨城,2室1厅 , 130.51平米 , 东南 南 , 其他 , 中楼层(共12层) , 2009年建 , 板楼,
华润城润府一期 ,科技园,4室2厅 , 87.05平米 , 西南 , 其他 , 59层 , 2016年建 , 塔楼,
金田花园 ,南山中心,3室2厅 , 90.12平米 , 南 北 , 其他 , 高楼层(共8层) , 1991年建 , 板塔结合,
佳兆业前海广场二期 ,前海,3室2厅 , 72.84平米 , 东南 , 其他 , 中楼层(共22层) , 2016年建 , 塔楼,
华润城润府一期 ,科技园,4室2厅 , 167.03平米 , 北 东北 , 其他 , 59层 , 2016年建 , 塔楼,
金晖大厦 ,南山中心,4室1厅 , 88.7平米 , 西 , 精装 , 中楼层(共9层) , 2000年建 , 塔楼,
侨香诺园 ,华侨城,3室2厅 , 132.68平米 , 东南 , 其他 , 低楼层(共29层) , 2008年建 , 板楼,
星海名城六期 ,前海,4室2厅 , 134.12平米 , 东南 , 其他 , 31层 , 2007年建 , 板塔结合,
鲸山觐海 ,蛇口,5室3厅 , 296.63平米 , 东南 , 精装 , 中楼层(共9层) , 2014年建 , 塔楼,
